"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-23","17.90",",,W"," 1714",",,W"," 1711",",,W","0.03",",,W","38",",,W","41",",,W","34",",,W","  290",",,W","  300",",,W","25.1",",,W","28.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-24","10.51",",,W"," 1331",",,W"," 1329",",,W","0.00","T,,W","38",",,W","42",",,W","33",",,W","  280",",,W","  290",",,W","17.0",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-25","5.59",",,W"," 1921",",,W"," 1920",",,W","0.00","T,,W","43",",,W","48",",,W","37",",,W","  300",",,W","  300",",,W","12.1",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-26","5.59",",,W"," 2258",",,W"," 2257",",,W","0.00",",,W","45",",,W","52",",,W","38",",,W","  290",",,W","  290",",,W","10.1",",,W","12.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-27","14.54",",,W"," 2305",",,W"," 2159",",,W","0.00",",,W","44",",,W","49",",,W","39",",,W","  340",",,W","  340",",,W","28.0",",,W","32.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-28","18.34",",,W"," 0343",",,W"," 0340",",,W","0.00",",,W","46",",,W","54",",,W","37",",,W","   10",",,W","   10",",,W","31.1",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-29","18.57",",,W"," 0719",",,W"," 0716",",,W","0.00",",,W","39",",,W","42",",,W","35",",,W","  330",",,W","  330",",,W","30.0",",,W","32.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-06-30","10.96",",,W"," 0613",",,W"," 0612",",,W","0.06",",,W","41",",,W","43",",,W","38",",,W","  190",",,W","  190",",,W","19.9",",,W","23.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-01","16.11",",,W"," 1907",",,W"," 1656",",,W","0.18",",,W","40",",,W","42",",,W","37",",,W","  320",",,W","  300",",,W","34.9",",,W","42.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-02","10.96",",,W"," 0503",",,W"," 0501",",,W","0.20",",,W","37",",,W","40",",,W","33",",,W","  260",",,W","  270",",,W","21.9",",,W","23.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-03","15.21",",,W"," 1659",",,W"," 1637",",,W","0.00","T,,W","39",",,W","42",",,W","35",",,W","  290",",,W","  300",",,W","25.9",",,W","29.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-04","8.95",",,W"," 1428",",,W"," 1346",",,W","0.00","T,,W","38",",,W","41",",,W","35",",,W","  150",",,W","  160",",,W","15.0",",,W","17.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-05","3.58",",,W"," 1719",",,W"," 1641",",,W","0.00","T,,W","42",",,W","43",",,W","40",",,W","  210",",,W","  190",",,W","8.1",",,W","8.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-06","8.95",",,W"," 1911",",,W"," 2008",",,W","0.00",",,W","42",",,W","44",",,W","39",",,W","  290",",,W","  290",",,W","19.9",",,W","21.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-07","6.04",",,W"," 2310",",,W"," 2309",",,W","0.03",",,W","43",",,W","49",",,W","37",",,W","   60",",,W","   60",",,W","15.0",",,W","16.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-08","10.96",",,W"," 1213",",,W"," 1132",",,W","0.02",",,W","48",",,W","51",",,W","44",",,W","  160",",,W","  160",",,W","17.0",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-09","11.18",",,W"," 1014",",,W"," 1105",",,W","0.02",",,W","47",",,W","50",",,W","44",",,W","  200",",,W","  200",",,W","19.9",",,W","21.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-10","4.92",",,W"," 1644",",,W"," 1632",",,W","0.00","T,,W","45",",,W","50",",,W","40",",,W","  230",",,W","  240",",,W","12.1",",,W","13.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-11","5.82",",,W"," 2242",",,W"," 2258",",,W","0.00","T,,W","50",",,W","55",",,W","44",",,W","  290",",,W","  300",",,W","14.1",",,W","15.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-12","5.59",",,W"," 1205",",,W"," 1159",",,W","0.00",",,W","49",",,W","50",",,W","47",",,W","  250",",,W","  250",",,W","15.0",",,W","16.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-13","6.71",",,W"," 1819",",,W"," 1823",",,W","0.00",",,W","51",",,W","56",",,W","46",",,W","  310",",,W","  310",",,W","16.1",",,W","17.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-14","8.05",",,W"," 1734",",,W"," 1730",",,W","0.00",",,W","52",",,W","58",",,W","46",",,W","  290",",,W","  300",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-15","5.82",",,W"," 1616",",,W"," 1546",",,W","0.00",",,W","51",",,W","60",",,W","42",",,W","  230",",,W","  220",",,W","8.9",",,W","10.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-16","3.58",",,W"," 1454",",,W"," 1452",",,W","0.00",",,W","53",",,W","57",",,W","48",",,W","  230",",,W","  220",",,W","10.1",",,W","12.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-17","5.59",",,W"," 1341",",,W"," 1444",",,W","0.00",",,W","53",",,W","57",",,W","49",",,W","  260",",,W","  280",",,W","13.0",",,W","13.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-18","7.61",",,W"," 2329",",,W"," 2331",",,W","0.00",",,W","53",",,W","61",",,W","44",",,W","  300",",,W","  300",",,W","15.0",",,W","15.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-19","11.41",",,W"," 1946",",,W"," 1711",",,W","0.00","T,,W","57",",,W","62",",,W","51",",,W","  290",",,W","  290",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-20","5.14",",,W"," 0127",",,W"," 0530",",,W","0.01",",,W","56",",,W","60",",,W","51",",,W","  300",",,W","  100",",,W","13.0",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-21","10.29",",,W"," 1726",",,W"," 1757",",,W","0.04",",,W","51",",,W","54",",,W","47",",,W","  280",",,W","  280",",,W","19.9",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-22","8.72",",,W"," 1933",",,W"," 1933",",,W","0.00",",,W","54",",,W","65",",,W","43",",,W","  300",",,W","  300",",,W","17.9",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-23","9.62",",,W"," 2051",",,W"," 2050",",,W","0.00",",,W","59",",,W","69",",,W","49",",,W","  340",",,W","  340",",,W","17.9",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-24","11.41",",,W"," 1631",",,W"," 1630",",,W","0.00",",,W","53",",,W","58",",,W","48",",,W","  300",",,W","  300",",,W","21.0",",,W","23.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-25","21.25",",,W"," 2351",",,W"," 2342",",,W","0.00",",,W","49",",,W","55",",,W","42",",,W","   10",",,W","   10",",,W","34.9",",,W","38.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-26","24.16",",,W"," 0237",",,W"," 0003",",,W","0.00",",,W","48",",,W","57",",,W","38",",,W","   10",",,W","   10",",,W","34.9",",,W","38.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-27","9.40",",,W"," 2354",",,W"," 0035",",,W","0.00",",,W","46",",,W","53",",,W","38",",,W","   30",",,W","   20",",,W","21.0",",,W","21.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-28","6.71",",,W"," 1648",",,W"," 1647",",,W","0.00",",,W","44",",,W","51",",,W","37",",,W","  260",",,W","  260",",,W","13.0",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-29","4.25",",,W"," 1532",",,W"," 1531",",,W","0.00","T,,W","45",",,W","51",",,W","38",",,W","  220",",,W","  220",",,W","10.1",",,W","12.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-30","7.38",",,W"," 0941",",,W"," 0938",",,W","0.00","T,,W","50",",,W","53",",,W","47",",,W","  210",",,W","  210",",,W","13.0",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-07-31","5.59",",,W"," 1046",",,W"," 1052",",,W","0.00","T,,W","48",",,W","55",",,W","41",",,W","  150",",,W","  160",",,W","12.1",",,W","13.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-01","4.25",",,W"," 2002",",,W"," 2009",",,W","0.00","T,,W","51",",,W","59",",,W","42",",,W","  290",",,W","  280",",,W","8.9",",,W","8.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-02","5.14",",,W"," 1604",",,W"," 1123",",,W","0.00",",,W","51",",,W","60",",,W","42",",,W","  240",",,W","  200",",,W","8.9",",,W","12.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-03","6.49",",,W"," 1619",",,W"," 1238",",,W","0.00",",,W","52",",,W","60",",,W","43",",,W","  190",",,W","  190",",,W","10.1",",,W","12.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-04","10.51",",,W"," 2359",",,W"," 2359",",,W","0.00",",,W","57",",,W","68",",,W","45",",,W","   10",",,W","   20",",,W","25.9",",,W","31.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-05","20.36",",,W"," 0017",",,W"," 0016",",,W","0.00",",,W","51",",,W","59",",,W","42",",,W","   10",",,W","   10",",,W","31.1",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-06","20.80",",,W"," 2129",",,W"," 2128",",,W","0.00",",,W","45",",,W","53",",,W","37",",,W","  360",",,W","  360",",,W","31.1",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-07","22.59",",,W"," 1955",",,W"," 1801",",,W","0.00","T,,W","48",",,W","54",",,W","42",",,W","   20",",,W","   10",",,W","34.9",",,W","38.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-08","14.76",",,W"," 0838",",,W"," 0837",",,W","0.00","T,,W","47",",,W","53",",,W","40",",,W","   20",",,W","   20",",,W","23.0",",,W","25.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-09","15.21",",,W"," 2125",",,W"," 2123",",,W","0.00",",,W","49",",,W","55",",,W","42",",,W","  360",",,W","  360",",,W","25.1",",,W","29.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-10","13.65",",,W"," 2048",",,W"," 2051",",,W","0.00",",,W","48",",,W","56",",,W","40",",,W","   10",",,W","   10",",,W","32.0",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-11","18.79",",,W"," 1928",",,W"," 1934",",,W","0.00",",,W","45",",,W","51",",,W","39",",,W","   10",",,W","   20",",,W","30.0",",,W","32.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-12","21.70",",,W"," 1009",",,W"," 1007",",,W","0.00",",,W","41",",,W","49",",,W","33",",,W","   20",",,W","   20",",,W","32.0",",,W","36.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-13","9.40",",,W"," 0127",",,W"," 0158",",,W","0.00","T,,W","43",",,W","48",",,W","37",",,W","  330",",,W","  330",",,W","17.9",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-14","20.80",",,W"," 2150",",,W"," 2150",",,W","0.00","T,,W","48",",,W","50",",,W","45",",,W","  210",",,W","  210",",,W","34.9",",,W","38.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-15","18.57",",,W"," 0247",",,W"," 0218",",,W","0.00","T,,W","47",",,W","49",",,W","45",",,W","  220",",,W","  220",",,W","31.1",",,W","36.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-16","12.30",",,W"," 2120",",,W"," 2103",",,W","0.00","T,,W","45",",,W","47",",,W","43",",,W","  290",",,W","  280",",,W","19.9",",,W","23.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-17","9.84",",,W"," 2359",",,W"," 2346",",,W","0.00","T,,W","45",",,W","48",",,W","41",",,W","   20",",,W","   10",",,W","17.9",",,W","21.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-18","21.70",",,W"," 1247",",,W"," 1230",",,W","0.00","T,,W","44",",,W","48",",,W","40",",,W","   10",",,W","   10",",,W","32.0",",,W","40.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-08-19","20.13",",,B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-03","10.29",",,W"," 1741",",,W"," 1741",",,W","0.00","T,,W","51",",,W","63",",,W","38",",,W","  150",",,W","  150",",,W","21.0",",,W","23.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-04","17.90",",,W"," 2119",",,W"," 1201",",,W","0.00","T,,W","59",",,W","62",",,W","56",",,W","  150",",,W","  120",",,W","23.0",",,W","30.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-05","13.87",",,W"," 0430",",,W"," 0423",",,W","0.18",",,W","58",",,W","65",",,W","50",",,W","  160",",,W","  160",",,W","21.9",",,W","25.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-06","17.67",",,W"," 1223",",,W"," 1004",",,W","0.37",",,W","49",",,W","51",",,W","46",",,W","  160",",,W","  150",",,W","23.0",",,W","25.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-07","17.45",",,W"," 1943",",,W"," 1943",",,W","0.12",",,W","42",",,W","46",",,W","38",",,W","  320",",,W","  320",",,W","29.1",",,W","32.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-08","15.88",",,W"," 2142",",,W"," 2141",",,W","0.01",",,W","39",",,W","41",",,W","36",",,W","  260",",,W","  250",",,W","28.0",",,W","30.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-09","20.36",",,W"," 0608",",,W"," 0318",",,W","0.04",",,W","40",",,W","44",",,W","35",",,W","  270",",,W","  250",",,W","30.0",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-10","10.96",",,W"," 1925",",,W"," 2109",",,W","0.24",",,W","40",",,W","43",",,W","36",",,W","  280",",,W","  280",",,W","17.9",",,W","21.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-11","8.05",",,W"," 0127",",,W"," 0127",",,W","0.15",",,W","38",",,W","42",",,W","33",",,W","  280",",,W","  280",",,W","23.0",",,W","23.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-12","11.41",",,W"," 1338",",,W"," 1328",",,W","0.00",",,W","35",",,W","42",",,W","28",",,W","   50",",,W","   50",",,W","21.9",",,W","25.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-13","17.22",",,W"," 1033",",,W"," 0421",",,W","0.00","T,,W","40",",,W","45",",,W","35",",,W","   10",",,W","   20",",,W","28.0",",,W","31.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-14","5.82",",,W"," 0309",",,W"," 0305",",,W","0.01",",,W","41",",,W","44",",,W","37",",,W","   70",",,W","   70",",,W","13.0",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-15","7.83",",,W"," 1511",",,W"," 1623",",,W","0.01",",,W","42",",,W","43",",,W","40",",,W","  250",",,W","  260",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-16","8.05",",,W"," 2101",",,W"," 1957",",,W","0.01",",,W","41",",,W","43",",,W","39",",,W","  350",",,W","  320",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-17","15.88",",,W"," 1846",",,W"," 1846",",,W","0.00",",,W","39",",,W","42",",,W","35",",,W","  360",",,W","  360",",,W","30.0",",,W","34.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-18","15.43",",,W"," 1410",",,W"," 0138",",,W","0.04",",,W","36",",,W","38",",,W","33",",,W","  340",",,W","  350",",,W","23.0",",,W","28.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-19","6.71",",,W"," 1016",",,W"," 1021",",,W","0.00","T,,W","35",",,W","41",",,W","29",",,W","   10",",,W","   30",",,W","17.9",",,W","21.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-20","15.88",",,W"," 2104",",,W"," 2205",",,W","0.00","T,,W","35",",,W","43",",,W","27",",,W","  150",",,W","  150",",,W","23.9",",,W","25.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-21","15.66",",,W"," 0211",",,W"," 0211",",,W","0.00",",,W","37",",,W","43",",,W","31",",,W","  140",",,W","  150",",,W","23.0",",,W","25.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-22","10.96",",,W"," 1356",",,W"," 1355",",,W","0.00",",,W","40",",,W","50",",,W","29",",,W","   80",",,W","   80",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-23","9.84",",,W"," 2352",",,W"," 2344",",,W","0.00",",,W","42",",,W","52",",,W","32",",,W","   80",",,W","   80",",,W","16.1",",,W","17.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-24","12.97",",,W"," 0524",",,W"," 0513",",,W","0.06",",,W","46",",,W","49",",,W","42",",,W","   70",",,W","   80",",,W","19.9",",,W","21.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-25","10.96",",,W"," 2352",",,W"," 2359",",,W","0.03",",,W","48",",,W","53",",,W","42",",,W","   80",",,W","   80",",,W","21.9",",,W","23.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-26","17.45",",,W"," 0611",",,W"," 0646",",,W","0.08",",,W","47",",,W","49",",,W","44",",,W","   70",",,W","   70",",,W","28.0",",,W","32.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-27","10.29",",,W"," 1434",",,W"," 1439",",,W","0.06",",,W","46",",,W","49",",,W","42",",,W","  100",",,W","   90",",,W","16.1",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-28","5.14",",,W"," 2354",",,W"," 1906",",,W","0.12",",,W","46",",,W","48",",,W","43",",,W","   50",",,W","  300",",,W","10.1",",,W","10.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-29","5.37",",,W"," 2046",",,W"," 2045",",,W","0.21",",,W","43",",,W","45",",,W","41",",,W","   60",",,W","   60",",,W","13.0",",,W","14.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-09-30","9.62",",,W"," 1642",",,W"," 1720",",,W","0.03",",,W","41",",,W","43",",,W","39",",,W","  280",",,W","  270",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-01","8.50",",,W"," 1704",",,W"," 1703",",,W","0.01",",,W","40",",,W","41",",,W","38",",,W","  300",",,W","  300",",,W","16.1",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-02","4.70",",,W"," 2221",",,W"," 2221",",,W","0.00","T,,W","38",",,W","41",",,W","35",",,W","  180",",,W","  180",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-03","8.50",",,W"," 0840",",,W"," 0840",",,W","0.11",",,W","37",",,W","40",",,W","33",",,W","  170",",,W","  170",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-04","7.61",",,W"," 0241",",,W"," 0239",",,W","0.05",",,W","35",",,W","41",",,W","29",",,W","  230",",,W","  230",",,W","19.9",",,W","21.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-05","8.28",",,W"," 1635",",,W"," 1522",",,W","0.00",",,W","32",",,W","37",",,W","27",",,W","   10",",,W","   10",",,W","15.0",",,W","17.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-06","5.82",",,W"," 0752",",,W"," 0751",",,W","0.00","T,,W","29",",,W","33",",,W","24",",,W","   80",",,W","   80",",,W","12.1",",,W","13.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-07","15.21",",,W"," 2347",",,W"," 2346",",,W","0.00","T,,W","31",",,W","35",",,W","27",",,W","  270",",,W","  260",",,W","33.1",",,W","38.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-08","31.54",",,W"," 0322",",,W"," 0340",",,W",,,"36",",,W","38",",,W","33",",,W","  270",",,W","  260",",,W","45.0",",,W","49.0",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-09","12.75",",,W"," 0107",",,W"," 0106",",,W","0.00",",,W","35",",,W","38",",,W","31",",,W","  290",",,W","  290",",,W","33.1",",,W","36.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-10","18.34",",,W"," 1518",",,W"," 1849",",,W","0.00","T,,W","30",",,W","32",",,W","28",",,W","   70",",,W","   70",",,W","25.9",",,W","29.1",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-11","21.92",",,B",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-12","15.88",",,W"," 2027",",,W"," 2032",",,W","0.00","T,,W","33",",,W","34",",,W","31",",,W","   70",",,W","   70",",,W","17.0",",,W","17.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-13","14.99",",,W"," 1042",",,W"," 1037",",,W","0.00",",,W","31",",,W","33",",,W","28",",,W","   70",",,W","   70",",,W","21.9",",,W","23.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-14","12.97",",,W"," 0804",",,W"," 0803",",,W","0.00",",,W","33",",,W","36",",,W","29",",,W","   70",",,W","   70",",,W","17.9",",,W","19.9",",,W",,,,,,,,
"USW00026642","KIVALINA AIRPORT, AK US","67.7306","-164.54788","5.7","2002-10-15","9.17",",,W"," 2344",",,W"," 2343",",,W","0.00","T,,W","30",",,W","35",",,W","25",",,W","   20",",,W","   20",",,W","14.1",",,W","15.0",",,W",,,,,,,,
